repo,path,size_bytes,classification,sha256,notes
repo_a,frontend/src/test/ParityVerification.test.tsx,9543,test,0cebae27ce0ddeef3fdf2a9885f9db32331cbe8efc6e0b936883ca1c8d48ba17,
repo_a,frontend/src/test/RiskTimeline.test.tsx,24602,test,a0495419db8defe6a3817582f99da0ddbf815e1b97fa967a35e67c5f059d4205,
repo_a,frontend/src/test/ScientificCertification.test.tsx,12768,test,d54e9b663049f49f089b3f63b86ad2d6a91139c1e225fb7a1760a56f9904e132,
repo_a,frontend/src/test/SpatialReliability.test.tsx,13675,test,686c77f32b4b92dbff4b3be6906794f94bc6386dfa5c790b3d15fa196d0e4271,
repo_a,frontend/src/test/setup.ts,515,test,d24a0998f988845a027715399178db333a86cf93667d8254e631db3b3e86e79f,
repo_a,Frontend-Original/.env.example,81,duplicate_tree,a3d67e73d9fccdab58bc77be4a05eb6b35ffa9528f8167044f478868b59fdef1,Historical noncanonical duplicate tree in Repo A
repo_a,Frontend-Original/index.html,748,duplicate_tree,cd55ea67038144766f52b20112cb317d94eb4082c6536a8865b92b3696765049,Historical noncanonical duplicate tree in Repo A
repo_a,Frontend-Original/package-lock.json,66218,duplicate_tree,77870ae4dbd29665614dd67971da97f0ef816970b4206280023746fa59a61ea8,Historical noncanonical duplicate tree in Repo A
repo_a,Frontend-Original/package.json,591,duplicate_tree,73a3c36ded3e6518fe62e073d1fc6dcd39aa29b009248c71b6bfefe1f2487fae,Historical noncanonical duplicate tree in Repo A
repo_a,Frontend-Original/vite.config.js,193,duplicate_tree,ded5561a123f6b42dd53b703ef4e72e0c45271f3857e8a28bb499b37d0b776de,Historical noncanonical duplicate tree in Repo A
repo_a,Frontend-Original/src/App.jsx,7200,duplicate_tree,51a4cd4cf49143c94a6b21a8753e2b186be8e14ae35eaea6853fd65869e14832,Historical noncanonical duplicate tree in Repo A
repo_a,Frontend-Original/src/index.css,21028,duplicate_tree,1f19e295d5bd9f04c734ec754b833c6bd46f22face47ba729025a696b6367a3f,Historical noncanonical duplicate tree in Repo A
repo_a,Frontend-Original/src/main.jsx,281,duplicate_tree,f2cb83bbc2944b0087a4e9a354d79398ca7123eaa43d06c7cf3a461a800547c1,Historical noncanonical duplicate tree in Repo A
repo_a,Frontend-Original/src/api/client.js,1324,duplicate_tree,0146483f9ab2e22911bb6cbf5160f69dc452c27c450a07dbb80628376b166812,Historical noncanonical duplicate tree in Repo A
repo_a,Frontend-Original/src/api/veyraApi.js,1311,duplicate_tree,cb65d5dd06ac831adf77511a32ac8326a01f042458c24a9a86927bd0ef7cdb27,Historical noncanonical duplicate tree in Repo A
repo_a,Frontend-Original/src/components/AgencyBanner.jsx,1051,duplicate_tree,d46660f0ac8ff364fae6ab1b406514d3afd85fed5d3c06ec090223d6cb4a9c12,Historical noncanonical duplicate tree in Repo A
repo_a,Frontend-Original/src/components/BatchPanel.jsx,24886,duplicate_tree,8129f6c0367cbfbc84f604251c22fd074fef412ff0c6b184761b0b67004a33ee,Historical noncanonical duplicate tree in Repo A
repo_a,Frontend-Original/src/components/ForecastMap.jsx,1978,duplicate_tree,32926db32c80ecf9a17aa1eb7d66e9a23072d185cbdc2553e7c6eba7f9d3d653,Historical noncanonical duplicate tree in Repo A
repo_a,Frontend-Original/src/components/HistoricalChart.jsx,3599,duplicate_tree,878e14cf8660a9feba9889bb47a86f635428ed99000a15de68c5cb97b06c3704,Historical noncanonical duplicate tree in Repo A
repo_a,Frontend-Original/src/components/LocationForm.jsx,4438,duplicate_tree,acd304232fcfc1f1e9ed186151f538f7494f355d291d89d35879a0d101fbd412,Historical noncanonical duplicate tree in Repo A
repo_a,Frontend-Original/src/components/ModelCatalog.jsx,5544,duplicate_tree,9d48d6e1c93daf333d0a31fa3b5a5b93a04e70f8679696087e0b8dc6974f81ee,Historical noncanonical duplicate tree in Repo A
repo_a,Frontend-Original/src/components/Navigation.jsx,3615,duplicate_tree,f41d061e33489c26bdd3a5d7cdabb157e549c783cd991e1046e0315cd3a52060,Historical noncanonical duplicate tree in Repo A
repo_a,Frontend-Original/src/components/VerificationPanel.jsx,9770,duplicate_tree,9f1f1c3a163243a42d1e070ba09453b35e7bfbf9dc58b26a995235828b55a93f,Historical noncanonical duplicate tree in Repo A
repo_a,Frontend-Original/src/data/locations.js,2821,duplicate_tree,11c4401b6e64d1bc2914bb5878774ef01b5e538dc4da814c70cfa969010c9ee6,Historical noncanonical duplicate tree in Repo A
repo_a,lib/LICENSE.txt,2905,documentation,97db64f15d5585c6fed24d1c1bda9e8ca980b1fd0c32bf37920ad5c075ad5459,
repo_a,lib/libgomp.so.1,265856,code,98b21ff32bb07b53f1fb266d887d2db0086ea66c8ad03696a1db53f65321cd94,
repo_a,models/.gitkeep,54,code,4c7df2174b08eeb8504447bfa64573e6effab36f4036e5d25d43b016d0f13d5c,
repo_a,models/day4/lightgbm_bust_model.joblib,48883,real_payload,510818e3c843735fd7b7e813f0c7a70074443f4c15d4c0201036c25b29b0a8ca,Loadable serialized binary model/calibrator
repo_a,models/day4/model_metadata.json,1598,code,3f3263a0af4dc4682b00bffa79a8a7d690ba3abd9827123d564ca317c1097614,
repo_a,models/day4/probability_calibrator.joblib,419,pointer_text,98c53a14f04356688427a352a609e34f07ada42b46bcdc055c5d84a84c7f1b76,Git LFS pointer text (not loadable)
repo_a,models/v3/feature_names.json,1114,code,265cffbbd157a2b8b8b46d3702438050980043b5ed3a6a646a7969cdb9853355,
repo_a,models/v3/lightgbm_v3_challenger.joblib,1046844,real_payload,00a8410746f4a0eecbf7e76aaa0565143fc948d0e06aea65e7bcc4ce28a1c660,Loadable serialized binary model/calibrator
repo_a,models/v3/probability_calibrator_v3.joblib,2791,real_payload,9f448606ce4338ded92f238a551b3a9d8e6d2cb5902e8bc687bce5f5850af531,Loadable serialized binary model/calibrator
repo_a,models/v3/training_manifest.json,2434,manifest_config,b90492a546e03966f8734191545375819fe7ae9aae4bff765733ef0d83d58c11,
repo_a,models/v3/v3_evaluation_manifest.json,2890,manifest_config,542a026533e4d9e6311b7032b2bda796377e7c6573b9582d6bed3b086d82e52d,
repo_a,Overview/FINAL-PROJECT-VERIFICATION.md,26007,documentation,7dcc178cb065988b32f316628ca3c9e7804fe0d3dd5ae2b2a9500504c221742f,
repo_a,Overview/README.md,9289,documentation,5d34a89649581eec09f857a891be612a29f2329b0602e9993a364bea43970fa3,
repo_a,Overview/VEYRA-COMPLETE-PROJECT-GUIDE.md,59763,documentation,468958f99cd0951f0b06e084b007140b922c70389ef5553fbe749ac06435d25e,
repo_a,Overview/Phase-1/BUILDER-1-SUMMARY.md,22815,documentation,092db6e47a33a9641f93b1c8bdb5bc07f51a041bdf310b3741e3ac915e01afe6,
repo_a,Overview/Phase-1/BUILDER-2-SUMMARY.md,20638,documentation,cd675db23549a209c17dde0524027cdae6b7da58925367f6f2495f6dfcac96c8,
repo_a,Overview/Phase-1/HANDOFF.md,6869,documentation,1d7e7309d23350b0cda12b91cadacbc6d9c3dcf735e895034d158cfc2759b459,
repo_a,Overview/Phase-1/INTEGRATION-CONTRACT.md,9988,documentation,7a6bb6054f80c068a60b8973e135022ea68abce9757d865c8bd7d15e0fc55ad1,
repo_a,Overview/Phase-1/MERGE.md,19112,documentation,5e367707dfd4a3cba8103c9f361c78a0953304bd762d7576d8d6ecbe59a727f4,
repo_a,Overview/Phase-1/Builder-1/Day-1.md,14988,documentation,5f597da0728d822bc8f6cf8457fb2324a7e7e763566d4bd67cb687a2c1f43f2d,
repo_a,Overview/Phase-1/Builder-1/Day-2.md,7088,documentation,6a8f13e79aa18e4df9286deb39d61afe68e8c49efa777d33f6e0f1c5be488d20,
repo_a,Overview/Phase-1/Builder-1/Day-3.md,8242,documentation,12ea04d335a7005dcf13f6c8fc7ff4866ea574d42ded796c6caaee3a90654271,
repo_a,Overview/Phase-1/Builder-1/Day-4.md,7393,documentation,9c7914d0c81fda878e30e63ff7734a18b663691148dfe377ef9f521f51355b1d,
repo_a,Overview/Phase-1/Builder-1/Day-5.md,7101,documentation,cf311c69c7c28a5b4a0c8beb6ddd2b7f009fd21f369311dd562c3cf7aa2c6639,
repo_a,Overview/Phase-1/Builder-1/Day-6.md,6081,documentation,8f769eabc02c392ba7cbfe113914de7661d26fabf706a8ef33c3298d1e9cee5e,
repo_a,Overview/Phase-1/Builder-1/Day-7.md,5851,documentation,bd2c0863eee85c86ea1b965b10e160d2e6f9488f6d61b5ff207c1650ef74ccb2,
repo_a,Overview/Phase-1/Builder-2/Day-1.md,2349,documentation,0da95e3d2b776f695695f8839d77d12ad95294ec2d8a69f6730583dc36d86531,
repo_a,Overview/Phase-1/Builder-2/Day-2.md,2358,documentation,8418cad9af0eb8c88eeaabbc752cf0ad85e3fe8891f35b8b8fdeece78bb52858,
repo_a,Overview/Phase-1/Builder-2/Day-3.md,1746,documentation,40990d4236e8d1ca1a231c5d99954bd0dd9fd15abf5c4e26a895ac4b7ec79099,
repo_a,Overview/Phase-1/Builder-2/Day-4.md,2455,documentation,c11715b79aef21c0457122c379d33485bd33f1a229cbf4c38b89fa79e8bc99eb,
repo_a,Overview/Phase-1/Builder-2/Day-5.md,4177,documentation,c6f9b82485455ffd6b88bce5865772bae2e53ff28565922df74c2ffa310b2f23,
repo_a,Overview/Phase-1/Builder-2/Day-6.md,2555,documentation,58061b3a56b320bed497229cfb74f6f04413c4010c784212af5ffd797c79403e,
repo_a,Overview/Phase-1/Builder-2/Day-7.md,3967,documentation,dbc1d10cb630624d10823698cffa8044850a421dbb324c3c0b4f550233986c3c,
repo_a,Overview/Phase-2/Builder-1/Day-10.md,10530,documentation,e6b6cede48bf78dae357c54c4b6240aad59c6c5673a025150471a98366e541e2,
repo_a,Overview/Phase-2/Builder-1/Day-11.md,8402,documentation,99e9d6f71945aa16ce15d7043cd4eeba2bb3b88170f5ba7c9e3c09e7b96e1958,
repo_a,Overview/Phase-2/Builder-1/Day-12.md,9831,documentation,c6b96f9cb89f315f1eb5a7396e2e0c1551830d0edc2e6c05ed476d017a93c713,
repo_a,Overview/Phase-2/Builder-1/Day-13.md,10570,documentation,b162ac3286641b36222911a74c49c04d33f6d4672b7b6979a8d794008a69c64f,
repo_a,Overview/Phase-2/Builder-1/Day-14.md,16436,documentation,9fc1776320b174f8e018acfedcff6cb1a68ef695ff6996eb03c24c3eca0f20cc,
repo_a,Overview/Phase-2/Builder-1/Day-15.md,27984,documentation,b85d60cefcd0ed42a0880bf057da24d40574db5ac851a3f8754c7ccc29851781,
repo_a,Overview/Phase-2/Builder-1/Day-16.md,15576,documentation,81057b88f575e6e5d7c08eba6949c578c77ca60361a99ff418f6f5ce92c5c843,
repo_a,Overview/Phase-2/Builder-1/Day-17.md,12526,documentation,cc9f2e246343e06c54bc4b230c2262dd188640572906053cf7e6f931a58bcf33,
repo_a,Overview/Phase-2/Builder-1/Day-18.md,14278,documentation,58ae7180359c842eef6794da62483f219883aba8f916a67a88a6d027675179d5,
repo_a,Overview/Phase-2/Builder-1/Day-19.md,23945,documentation,f6078153a8cf1759966ea667bb7a154765d67fe39b358e715e0652d7917ed067,
repo_a,Overview/Phase-2/Builder-1/Day-20.md,18766,documentation,9fe566e0c5989de1af4526b43ce27e29d3b9a3c9b3bb0d2df06e5b314fba3e7d,
repo_a,Overview/Phase-2/Builder-1/Day-8.md,15179,documentation,86de32c1db8b4dae5f2bfdfa613f67d25b554a4b78f7788ba0894da800f4b2c7,
repo_a,Overview/Phase-2/Builder-1/Day-9.md,12269,documentation,1c1546954b33ea9fa2cc9952a483ac175cc5f3abb6e59f28cac8db72c011de50,
repo_a,Overview/Phase-3/Day-21-Controlled-Repair.md,19639,documentation,9b48dbc7b752c3e8bcddf3155786c9f9d53824c7ccca801f160b679af1b55429,
repo_a,Overview/Phase-3/Day-21-V3-Integration.md,12797,documentation,4bd94207d10e1a03b9c7dd4d322d31cecb8156020e1152b78764678fbfc2d07a,
repo_a,Overview/Phase-3/Day-22-Dataset-Label-Leakage-Certification.md,22489,documentation,3a876ff24856c22c3c3b4a8f67c616fd076a270fa3b3e165d703ba62f8b9eb4b,
repo_a,Overview/Phase-3/Day-23-Model-Championship-Retraining-Decision.md,37704,documentation,ec70ceeb98bdad205cc0ff1718004a355c1e1c28d20f8741fc0e79ed55064537,
repo_a,Overview/Phase-3/Day-24-Probabilistic-Intelligence.md,11485,documentation,b192028298a00c6d8623e3b6dd3aec2492fbe02517fd3733fe72b3f230b1e746,
repo_a,Overview/Phase-3/Day-25-Intelligence-Dashboard.md,26370,documentation,38f69bb90521145d152a907a46889ba9c8c34484fd3582413c01f612efdeee1e,
repo_a,Overview/Phase-3/Day-26-Internal-Release-Candidate.md,19069,documentation,f977e0a3f633bf739bedc6736ab35d536b8badb47169b52dbfeb0e8bcfaea23d,
repo_a,Overview/Phase-3/Day-27-Spatial-Forecast-Reliability.md,25209,documentation,cfa23b78ccd7093af028d5c9c5797546de1e537b953ed47d02a4a4389a5669d2,
repo_a,Overview/Phase-3/Day-28-Multi-Location-Intelligence.md,8667,documentation,d14af981debc4d189db5f472a9636ad9beb771ad79fac5f51efee9ce68a44b51,
repo_a,Overview/Phase-3/Day-28-to-30-Human-Verification.md,4564,documentation,db429461cfdac13f4f945b579826eaad3963cff6740ed099afb5e35ab3fa7ddc,
repo_a,Overview/Phase-3/Day-29-Forecast-Disagreement-Intelligence.md,18143,documentation,70bb62e48fa581e28f05f7099c8dfc6cf90e3700ed6b7dbf68aea9fbb28e9350,
repo_a,Overview/Phase-3/Day-30-Revision-Trajectory-Intelligence.md,18582,documentation,d8f9d8f78204858c0053559faf1b8cc04d43d376470d2d55c9b2bb97376a473d,
repo_a,Overview/Phase-3/Day-31-Repository-Deployment-Truth-and-Day30-Freeze.md,6125,documentation,7acf00e5e047b86e9e8c23ba3aa43c517fcf9d33e710f774acc2aca4a1c12578,
repo_a,Overview/Phase-3/Day-32-Certification-Scope-Human-Verification-Repair.md,9061,documentation,6702023c637b9efe4f5bbd226e240c0037606d6423f8a3d082ebed60b548f0a0,
repo_a,Overview/Phase-3/Day-32-Scientific-Certification-Gate.md,9907,documentation,4e01027a03af08a337707979fc7ff1cef266bbb804c69d9b801888e80ab70f99,
repo_a,Overview/Phase-3/Day-33-OOD-Alias-Model-Determinism.md,4427,documentation,09700490db91ad450729dd9472e4923a8cd6dee7890e0bb2fc01fa967ffc65f0,
repo_a,Overview/Phase-3/Day-34-Time-Contract-Revision-Store-Foundation.md,5064,documentation,2eef8c0edc957a79a0b3d4afd08bab844d021ddc2b0a87deb702d345e162c49a,
repo_a,Overview/Phase-3/Day-35-Independent-Replay-Release-Manifest.md,6218,documentation,2c5510eaf62b99416258df3134004b7107db8ab2db8f75a43bb53236b2989683,
repo_a,Overview/Phase-3/Day-36-Dashboard-Parity-Explanation-Coherence.md,6049,documentation,f6ecdba810d8184279dbc42d74995bda827530b163fc40c94b25e618118ae93e,
repo_a,Overview/Phase-3/Day-37-Provider-Adapters-Fixture-Second-Provider.md,4291,documentation,696687bbaa37b88cd51eed1420f5252d4dd1b273ce72e24a5938b2c613fa6260,
repo_a,Overview/Phase-3/Day-38-Cross-Provider-Disagreement.md,4302,documentation,ebf5ce23b5c022ef1e2794a2bd1cbb85d9ee1aad1f375668631b7013232fb1e5,
repo_a,Overview/Phase-3/Day-38-Post-Human-Verification-Repair.md,7290,documentation,5e305322d07b6dc322e86df39cfcdfd442762e7cc91a1060661a972281338597,
repo_a,Parinidhi/.gitattributes,68,duplicate_tree,d8fb0de4792538f93822b2c0d235604921299d5e54a3d6ec7a6cb34536e8bf1e,Historical noncanonical duplicate tree in Repo A
repo_a,Parinidhi/.gitignore,1056,duplicate_tree,e829aeaf4432dbc72e1670d2ce47332fce438a897fdff1cec371ae36e2d84c14,Historical noncanonical duplicate tree in Repo A
repo_a,Parinidhi/ADVERSARIAL_RED_TEAM_REPORT.md,10906,documentation,3430a779c2dada98db4273f7dbddc0bb06caf53e7d540d4bf54bc7773dd5a00a,
repo_a,Parinidhi/APPLY.md,1200,documentation,3e2179b44a437c5aa365edc9435ca88fd07fe4028fdea4b2f9d7378e62f403ac,
repo_a,Parinidhi/BACKTEST_REPORT.md,11411,documentation,c7a90efd5f26e19907058d6fc845c50b5e2f9bcb19eca71557dfdb6cfe22a454,
repo_a,Parinidhi/BACKTEST_REPORT_V2.md,13955,documentation,704c5d9d7391558ed26329325bf2aac1c113a27a9dfb04fd30867b7bf472698e,
repo_a,Parinidhi/BUILDER_1_BUILDER_2_INTEGRATION_CONTRACT.md,9988,documentation,7a6bb6054f80c068a60b8973e135022ea68abce9757d865c8bd7d15e0fc55ad1,
repo_a,Parinidhi/BUILDER_2_HANDOFF.md,6869,documentation,1d7e7309d23350b0cda12b91cadacbc6d9c3dcf735e895034d158cfc2759b459,
repo_a,Parinidhi/COMPETITIVE_SCIENTIFIC_ANALYSIS.md,6017,documentation,044353a6f94340fc22861f524392499d6963c370225688f4b96e5e31061864dd,
repo_a,Parinidhi/DAY_1_BUILDER_1_DEVELOPMENT_OVERVIEW.md,26629,documentation,6698427767063b10dc10aba00f20edcdc71bfa72f35d0e276d28d3decbce8f15,
repo_a,Parinidhi/DAY_2_BUILDER_1_DEVELOPMENT_OVERVIEW.md,8980,documentation,babe922b27b8c34d5d416f24a7e9227ba6412b2f1e17327e6a1678784240ff58,
repo_a,Parinidhi/DAY_3_REAL_DATA_FOUNDATION.md,10093,documentation,3e5f52999333edca0c06a654397eb15de7b719c36fc74944574cb489ff19657a,
repo_a,Parinidhi/DAY_4_HISTORICAL_VERIFICATION_AND_LABELS.md,9843,documentation,235e77c42a4776beb9bbaacec09c09d16cd166870565b36ac24aa88bbbb801f2,
repo_a,Parinidhi/DAY_5_FEATURE_ENGINEERING_AND_BASELINE_ML.md,10689,documentation,9e34b2b07f5195c8ff1bf387733605bba135ad107e30ca3fa91bf10d6d274d6a,
repo_a,Parinidhi/DAY_6_LIVE_MODEL_SERVING_AND_PREDICTION.md,8099,documentation,09a3ff05a8944b279d5efbe245aef0902ebf2b50c3251d461de104b963bac1c7,
repo_a,Parinidhi/DEVELOPER_COMMANDS.md,2178,documentation,66b801274ff20dcacc2317979fbcb233b7d8e73029ec5a2202f5248e103a5df9,
repo_a,Parinidhi/FINAL_API_BOUNDARY_AUDIT.md,5347,documentation,1bdd1786cf32f082e1310ece75c38d85d023e3f753a0c172018afb675386fd22,
repo_a,Parinidhi/FINAL_RELEASE_MANIFEST.md,5891,documentation,a4d3752f9fcff3aed502f7375c9658ffe91802c539496b77f442f27005036b26,
repo_a,Parinidhi/FINAL_SCIENTIFIC_AUDIT.md,14336,documentation,a0ba05aa27038f6c005c3cb22a2dddf5d02bc357319b6a145d9641048d67fa8f,
repo_a,Parinidhi/FINAL_SYSTEM_AUDIT.md,8662,documentation,39140117cd841b23812505a1cd80070e33ce7d53e2903c888a1706f289b7ae79,
repo_a,Parinidhi/FINAL_VEYRA_MODEL_REPORT.md,13990,documentation,2b7b7ed4a50bd158029a26e8d3694dc0d2aee6c2deeddbc77c30c28495465bae,
repo_a,Parinidhi/LICENSE,1095,duplicate_tree,df8a907ebf1900929983cef179382e12fdd6b1a7293c3928adaadc0cb2f70bfa,Historical noncanonical duplicate tree in Repo A
repo_a,Parinidhi/MODEL_ARTIFACT_AUDIT.md,4430,documentation,008493f70d65e28b8844647ac0061c9769f8f992f7e56cf96a2d94a7eceee65c,
repo_a,Parinidhi/PHASE4_API_CONTRACT_AUDIT.md,6861,documentation,264d55a7a5cbf6de691cb0527ad6014d9c7e2f74d01dbcfd24c99bdaa56903d3,
repo_a,Parinidhi/PHASE4_API_MIGRATION_AUDIT.md,8841,documentation,82953c6224f6f1ed536c893ac92a81d122aa3bef51b37ebaa1973223af1ab65a,
repo_a,Parinidhi/PHASE4_END_TO_END_INTEGRATION_REPORT.md,12643,documentation,fcb771453d4be61dd6b0d5c629833153f65fbdf134d331be4288950bae3645fc,
repo_a,Parinidhi/PHASE4_INTEGRATION_PLAN.md,7093,documentation,9e7ecb02490dd6ebfc68b9f20d17c91fa6e2a2cf6989cad45a302f2d90a57da5,
repo_a,Parinidhi/PHASE4_QC_FAILURE_ROOT_CAUSE.md,4570,documentation,b8b93660fcd29e9998171ce60977319db55f7936130b55ca949ff42cc336e8bd,
repo_a,Parinidhi/PHASE4_REAL_HTTP_INTEGRATION_REPORT.md,12358,documentation,bf182759921d2ec6d28df842f1533517bec3fd3de395dc7eac532393ae0f6b17,
repo_a,Parinidhi/PHASE4_SEMANTIC_FINAL_AUDIT.md,5381,documentation,3e0303d71474f265c065d1e9a16bbfd7a6755b404ee52f938ba7b631eb4672a2,
repo_a,Parinidhi/README.md,6883,documentation,4673e6bed6151141d980d09e66d0e8a875707892a79aa242e601f9f3e309b2a7,
repo_a,Parinidhi/SCIENTIFIC_DATA_VERIFICATION.md,6234,documentation,8432d7804495f6cf9f52bc6e87cc2bd622140099b2874fd937742b23c5585c11,
repo_a,Parinidhi/forecast-bust-sentinel-data-foundation-v4.zip,23030,duplicate_tree,b0e0419d254151f055e6bb810ad98a3f15b08c93d36a4e06b23e1b5f3a34f3fc,Historical noncanonical duplicate tree in Repo A
repo_a,Parinidhi/forecast-bust-sentinel-data-foundation-v5.zip,25989,duplicate_tree,77269feeacdc1d88109872b4d4569f5f750f37cebc7644ade2352bbb322dcd4e,Historical noncanonical duplicate tree in Repo A
repo_a,Parinidhi/forecast-bust-sentinel-data-foundation-v6.zip,6237,duplicate_tree,885103943807b76be7b0bee4648c6e75d3b97c521784f3326a04097cd238a807,Historical noncanonical duplicate tree in Repo A
repo_a,Parinidhi/forecast-bust-sentinel-data-foundation-v7.zip,6167,duplicate_tree,d6a0843f61acbab6758069c8680865b493ff3f0c3db18a271901b7ae40b5feb2,Historical noncanonical duplicate tree in Repo A
repo_a,Parinidhi/forecast-bust-sentinel-data-foundation-v8.zip,7432,duplicate_tree,a84975b3c7755de2fa817b1d86de07964c4272f853df3295f47d87ac633e7391,Historical noncanonical duplicate tree in Repo A
repo_a,Parinidhi/forecast-bust-sentinel-source.zip,1142026,duplicate_tree,3f7f7444613e3c783a697f407bea87f977cdfa72bc22e22715e5b62657e65806,Historical noncanonical duplicate tree in Repo A
repo_a,Parinidhi/launch.bat,2077,duplicate_tree,15d5585184f49a2bf60c565d0f29dec34e884a58e2a20112c64e3aa39cee7f8f,Historical noncanonical duplicate tree in Repo A
repo_a,Parinidhi/pytest.ini,194,test,086651d4cf6cf6bbb06f1cffdf2f119641405eb761cf15a57ca713c371928672,
repo_a,Parinidhi/requirements.txt,298,documentation,ac4562a101af8f8e742ff378161e3d99efa30143488afabfe520f082a3991523,
repo_a,Parinidhi/server.py,7693,duplicate_tree,601217381ba0ce09f79cb4faf7aef451793c0260155d9ba3a7c9bee2cf032d7d,Historical noncanonical duplicate tree in Repo A
repo_a,Parinidhi/analytics/failure_fingerprint.py,5904,duplicate_tree,2f612b4ffff20910f34c7d7ba9ac9de060bf736a78f7a0a178a72b9cc920e2f0,Historical noncanonical duplicate tree in Repo A
repo_a,Parinidhi/api/__init__.py,1342,duplicate_tree,d75c08e449d1adf22700aa213a8adec0d4ecd623b1c1e197399ebaf98defa3df,Historical noncanonical duplicate tree in Repo A
repo_a,Parinidhi/api/demo_scenarios.py,10413,duplicate_tree,1943b1125d1908b88bf6d13a59a9876d21c71489c2f8c977a39cd9d9c1165c23,Historical noncanonical duplicate tree in Repo A
repo_a,Parinidhi/api/explainer.py,5499,duplicate_tree,5a571cb42e1b18de432967d751e82c57b22c02e62388e482a9207640422f8411,Historical noncanonical duplicate tree in Repo A
repo_a,Parinidhi/api/location_service.py,16316,duplicate_tree,5e5a9d2b7c9dd7886496c62ac85d474aa66d3894fe0249dd18a071f3140a17b0,Historical noncanonical duplicate tree in Repo A
repo_a,Parinidhi/api/regional_aggregator.py,4405,duplicate_tree,a6f5afb2e0f8ddf2c7bf522b32b275f9d8cfb8f552c6db77a5e07f26997ef3f0,Historical noncanonical duplicate tree in Repo A
repo_a,Parinidhi/api/risk_engine.py,30327,duplicate_tree,7382b78ed9c9bbcfd26d8dd35f2a4552f5632220d9e36c86da0666273f9f578a,Historical noncanonical duplicate tree in Repo A
repo_a,Parinidhi/api/routes.py,6594,duplicate_tree,c7f9918dd8b94463fee1c3e95470de7f8bf25e34c7458577b200e181603becec,Historical noncanonical duplicate tree in Repo A
repo_a,Parinidhi/api/schemas.py,15243,duplicate_tree,cb6ccd54bf0dd32d080b3f6ebbff0fcd5ce0d79e3c95ed2e94bdb9bb7340205e,Historical noncanonical duplicate tree in Repo A
repo_a,Parinidhi/api/extensions/__init__.py,2190,duplicate_tree,07c6882b802080fbe5ef3e611330937b061a56a3d592e2d70dd95ad043d74da2,Historical noncanonical duplicate tree in Repo A
repo_a,Parinidhi/backend/app/__init__.py,66,duplicate_tree,f127dafea6aa5ee73e604fe31306a52cc2a7d2a05896f9c7bab56ab64aba5d17,Historical noncanonical duplicate tree in Repo A
repo_a,Parinidhi/backend/app/main.py,1454,duplicate_tree,6515651f8ef12088a9926c19619698922ca59a8a4eef27436e2c64914f1f1fb6,Historical noncanonical duplicate tree in Repo A
repo_a,Parinidhi/backend/app/agents/__init__.py,128,duplicate_tree,73015c2724cb23e9794b722934ab822586adfdf27c722422c78607f57377da73,Historical noncanonical duplicate tree in Repo A
repo_a,Parinidhi/backend/app/agents/forecast_bust_agent.py,11082,duplicate_tree,97afcdb6a33852369a247c952579df589d21b3e65768de59d05b1ba73fa5805a,Historical noncanonical duplicate tree in Repo A
repo_a,Parinidhi/backend/app/api/__init__.py,20,duplicate_tree,5b96d03591b3d982cc5f1d610bd7bf78a85b7ff18d155632dcc0b70fb82e8147,Historical noncanonical duplicate tree in Repo A
repo_a,Parinidhi/backend/app/api/v1/__init__.py,23,duplicate_tree,d95242051fa9e62524e4f8a762905d0833f81d71c1ef8e37b1d9e46aa39a6c57,Historical noncanonical duplicate tree in Repo A
repo_a,Parinidhi/backend/app/api/v1/router.py,321,duplicate_tree,b29a715c871786ccbae11148577f9e9eacbe44170037e69c04332b3298543f55,Historical noncanonical duplicate tree in Repo A
repo_a,Parinidhi/backend/app/api/v1/endpoints/__init__.py,33,duplicate_tree,bcce303afd73944ed542c336a3efb890215b481c4408018a5c1df368b203c4a6,Historical noncanonical duplicate tree in Repo A
repo_a,Parinidhi/backend/app/api/v1/endpoints/health.py,611,duplicate_tree,3ac822944d51ef0810084b6b5a3500cc6ab19bbc0527af53d62be4e429321c49,Historical noncanonical duplicate tree in Repo A
repo_a,Parinidhi/backend/app/api/v1/endpoints/predict.py,2120,duplicate_tree,551f0e62b4cd6cdb66e47c28f4195e18233a07be74a24b49755df45e36d00e85,Historical noncanonical duplicate tree in Repo A
repo_a,Parinidhi/backend/app/builder2/__init__.py,166,duplicate_tree,cab7358fc28347c04e53f3f232000c312f12956c79f1c6ab93ec5c72124cf09b,Historical noncanonical duplicate tree in Repo A
repo_a,Parinidhi/backend/app/builder2/calibrator.py,4584,duplicate_tree,d65424858a9a6045a44ad9054c37875aeaf6b40c3bb04e68997f5ad17418cbaf,Historical noncanonical duplicate tree in Repo A
repo_a,Parinidhi/backend/app/builder2/explainer.py,5516,duplicate_tree,544261e08a7b798715a54aef7fbdfc3f42348f27ee49256b3e3c6cbe56a9200c,Historical noncanonical duplicate tree in Repo A
repo_a,Parinidhi/backend/app/builder2/feature_adapter.py,5885,duplicate_tree,497491e115d0e4c485cac4a39aa0e7c161c05c24161c30303a392dbb3efae6ce,Historical noncanonical duplicate tree in Repo A
repo_a,Parinidhi/backend/app/builder2/feature_pipeline.py,9894,duplicate_tree,ddd2ea3e289938f242e7cd6d735e28b76bbd51a3e0df965ef7154a41f3c8c4ca,Historical noncanonical duplicate tree in Repo A
